rest_name,rest_url,wlyyy,rest_reviews,cuisine,pricing,safety,rest_lastrev,rest_prevtolast,rest_rating,rev_rest,author,rev_title,rev_text,rev_ratingdate,rev_visitdate,author_reviews,author_likes,rev_rating
264. Bouillon 47,https://www.tripadvisor.com/Restaurant_Review-g187147-d7363002-Reviews-Bouillon_47-Paris_Ile_de_France.html,MICHELIN,76 reviews,French,$$$$,,“Very friendly chef and excellent cuisine”,“Bistro comfort food with elegance”,4.5,Bouillon 47,KathyfromMB,Bistro comfort food with elegance,"Creative cuisine bistro style. Entrees: mushrooms sautéed with a slight bit of garlic and blistered cherry tomatoes all with a Demi glaze for and Parmesan tartlet for me; celery cream, figs, baby radish, zucchini, some shredded carrot. Beautiful presentation. Main course: yellow poultry for my husband and monkfish for me. Both had unique accompaniments that enhanced the dish, but still in that bistro style of comfort yet elegant. Wonderful, thoughtful service. Nice bottle of wine. We had deconstructed apple pie for dessert, but I forgot to take a picture.","Reviewed September 8, 2021 ",Date of visit: September 2021,,,
265. Les Caves Petrissans,https://www.tripadvisor.com/Restaurant_Review-g187147-d714929-Reviews-Les_Caves_Petrissans-Paris_Ile_de_France.html,MICHELIN,180 reviews,"French, European",$$ - $$$,,“Un monument parisien”,“Great Restaurant with wine shop”,4.5,Les Caves Pétrissans,bensissi25,Great Restaurant with wine shop,"Good French meal, I appreciate waiter service If you like good wine or brandy they have a nice bottles on shelf.","Reviewed October 22, 2019 ",Date of visit: October 2019,7 reviews,1  ,
266. Le Bistrot du Maquis,https://www.tripadvisor.com/Restaurant_Review-g187147-d1035248-Reviews-Le_Bistrot_du_Maquis-Paris_Ile_de_France.html,MICHELIN,193 reviews,"French, European",$$ - $$$,,“Wonderful intimate restaurant”,“One of the BEST bistros in Paris.”,4.5,Le Bistrot du Maquis,76amra,One of the BEST bistros in Paris.,"ABSOLUTELY excellent. One of the BEST bistros in Paris. And I have been to many. There is a REASON why it is Michelin-recommended.
I had an awesome melon soup with cubes of green apple and shredded duck meet … I licked the bowl at the end.
Then came a stew of veal with mushrooms like a most modern and refined version of the traditional ‘blanquette de veau”. The depth and umami of the sauce was …incredible.
And then a dessert of delicate buttery puff pastry with layers of poached pears and chocolate sauce with a garnish of raspberry sauce around.

I mean, what can one possibly hope for from a meal than to leave the restaurant feeling light yet filled with an elevated mood and a sense that one is living the Good life.

Thank you, chef. Like seriously, thank you.
PLEASE come to the United States and open a restaurant there. For goodness sake !","Reviewed September 5, 2021 ",Date of visit: September 2021,,,
267. L'Ambroisie,https://www.tripadvisor.com/Restaurant_Review-g187147-d718111-Reviews-L_Ambroisie-Paris_Ile_de_France.html,MICHELIN,535 reviews,"French, European",$$$$,,“An elegant restaurant serving classical...”,“Great experience”,4.0,L'Ambroisie,FlyinFinn1,A Parisian Travesty,"I had been to this restaurant when I was 9 years old and it was a one star; I remembered it as one of the best meals of my young life. 40 years later I returned and it was so disappointing. The waiter was rude when I asked for a non-alcoholic drink. The scallop appetizer was lukewarm and lacked flavor. I had a much better scallop dish at Le Grand Controle at lunch today. My cousin had the baby lamb which like another reviewer stated was also fatty (and undercooked) for her. The Bresse chicken has no flavor (and is also undercooked). They serve a few meager slices of a whole chicken (and probably eat the rest in the back themselves, if they can stomach it themselves). The dessert was probably the best part. But the whole experience was stilted, uncomfortable and unappetizing. An absolute let down.","Reviewed December 28, 2021 ",Date of visit: December 2021,,,
268. Dominique Bouchet,https://www.tripadvisor.com/Restaurant_Review-g187147-d715056-Reviews-Dominique_Bouchet-Paris_Ile_de_France.html,MICHELIN,225 reviews,"European, Gastropub",$$$$,,“Unique experience”,“Nice resturant with good food”,4.5,Dominique Bouchet,716elisabethd,A very expensive restaurant with a bad service,"We ordered still water, but received sparkling water. The waitress swopped the order of bread mid-way during the diner, so both of my daughters got a different bread compared to what they did order.

And finally I did not receive my maincourse, so unfortunately I only got my starters and left the restaurant hungry.

The waitress seemed not interested in how to fix the problem, so when we received the Bill, we asked for the manager. The manager was very sorry that I did not receive my maincourse and had an argument with the waitress in the back end of the kitchen. But he charged us full payment, even though the restaurant gave us a very bad service.

This restaurant made so many mistakes, the food was nothing special and the service was very bad, - we are wondering how they could get a Michelin star. We have never experienced anything simalar in a Michelin restaurant.","Reviewed October 19, 2021 ",Date of visit: October 2021,,,
269. Agape,https://www.tripadvisor.com/Restaurant_Review-g187147-d1391292-Reviews-Agape-Paris_Ile_de_France.html,MICHELIN,473 reviews,"French, European",$$$$,,“Worth trying once (if you can afford it)”,“the calm restaurant which I could feel...”,4.0,Agapé,寛 田,the calm restaurant which I could feel relieved,"Agape is located within a walking distance from station Wagram on the metro line 3 in Paris. It is in the residential area and has a quiet appearance. As I was looking at their homepage, I imagined it was a gorgeous and modern restaurant. However, once we entered in it, there was a simple atmosphere. The hall staff were also quiet and we enjoyed our dinner with relaxing. We ordered Agapé Menu, Culinary discovery in five stages chosen by Chef. They were not overly colorful nor showy. I thought the scallop and squid were delicious. It was the calm restaurant which I could feel relieved.","Reviewed November 24, 2019 ",Date of visit: November 2019,,,
270. Les Peres Siffleurs,https://www.tripadvisor.com/Restaurant_Review-g187147-d16831525-Reviews-Les_Peres_Siffleurs-Paris_Ile_de_France.html,MICHELIN,75 reviews,French,$$ - $$$,,“AMAZING: a definite 10”,“Deserves a star”,4.5,Les Peres Siffleurs,743howardm,Deserves a star,Brilliant little restaurant serving great food with a smile Effiloché agneu a particular favourite. Liked it so much we went back the next night.,"Reviewed November 13, 2021 ",Date of visit: November 2021,5 reviews,1  ,
New Jawad,https://www.tripadvisor.com/Restaurant_Review-g187147-d719783-Reviews-New_Jawad-Paris_Ile_de_France.html,,624 reviews,Opens in 13 min,$$ - $$$,Taking safety measures,“Guest in Paris Served by New Jawad...”,“great restaurant”,4.0,New Jawad,ROCI67,Food is not authentic,"We choose this restaurant due to the very good reviews on Google and were disappointed. The food is bland, tastes like convenience food and is most certainly neither Indian nor Pakistani food. Further, the portions are rather small and expensive for what you get.",Reviewed 4 days ago ,Date of visit: January 2022,30 reviews,,
271. Jacques Faussat,https://www.tripadvisor.com/Restaurant_Review-g187147-d718628-Reviews-Jacques_Faussat-Paris_Ile_de_France.html,MICHELIN,266 reviews,French,$$$$,,“A gem with creative and inventive...”,“Very good experience”,4.0,Jacques Faussat,442fernandot,"A small, charming, superb restaurant","I enjoyed enormously my visit here. The few tables are waited by the owner, Faussat himself. I ordered the house’s specialties, which included a carrot confit and a delicious partridge finished by the chef at the table. Exquisite food, friendly service. And best of all, moderately priced for a 1-star Michelin establishment. Highly recommended.","Reviewed December 21, 2021 ",Date of visit: December 2021,,,
272. Aux Plumes,https://www.tripadvisor.com/Restaurant_Review-g187147-d11960638-Reviews-Aux_Plumes-Paris_Ile_de_France.html,MICHELIN,119 reviews,"French, European",$$ - $$$,,“Well worth seeking out”,“Interesting flavours and very good service”,4.5,Aux Plumes,etoileparis,Wonderful except for the wait. Please get quicker in the kitchen.,"delicate refined food- I had a truffle and mushroom risotto and there was a delicious soup of parsley root and raie aux capres, But the wait to be served before and between courses was grueling, les sperfectionism and more rhythm would make a HUGE difference, Excellent quality products, and warm service. The desserts though were weird. An onion tarte tatin, and a chesnut dessert too sweet too enjoy,
This is a place with excellent potential, an dmuch room for improvement.","Reviewed December 6, 2019 ",Date of visit: December 2019,,,
273. Au Petit Marguery,https://www.tripadvisor.com/Restaurant_Review-g187147-d719208-Reviews-Au_Petit_Marguery-Paris_Ile_de_France.html,MICHELIN,851 reviews,"French, European",$$ - $$$,,“Miam miam!”,“Group work dinner”,4.0,Au Petit Marguery,dutch_gooi,Tres bonne surprise / Very good surprise,"We had a great dinner in an enjoyable and really ""French"" experience (waiters, choice of food, ambiance), we had (also non-French) guests with us and they enjoyed it just as much as we did. We also found that with the meal, they had a good and affordable choice of French wines as well. Worth getting on the metro for, so much nicer than the tourist traps in the more central districts in Paris.","Reviewed March 26, 2020 ",Date of visit: November 2019,,,
274. Toyo,https://www.tripadvisor.com/Restaurant_Review-g187147-d2101197-Reviews-Toyo-Paris_Ile_de_France.html,MICHELIN,200 reviews,"Japanese, Asian",$$$$,,“Great French cuisine provided by Japanese...”,“Japanese Dinner”,4.5,Toyo,GVVAGL,Japanese Dinner,"I have been to Toyo before but this past Monday, I went for M. Toyo's Japanese dinner. It is not a kaiseki dinner, although it offers 8-9 courses, since it dooes not offer sashimi and tempura and some exotic vegetables found only in Japan. However, it is a superb rendition of Japanese cuisine with M. Toyo's own creative touches. The veau carpaccio melted in your mouth with ins spice and aubergine blend. A nori cone with red tuna and oursin was a delite. The panéed beef was very tender and fresh tasting with is red radish accompaniment. (I have to ask M. Toyo where he gets his beef.) All in all, no misses. And the staff is very helpful including recommending excellent junmai sake. This has become and will continue to be a go-to place to introduce friends.","Reviewed November 12, 2019 ",Date of visit: September 2019,,,
275. Les Delices d'Aphrodite,https://www.tripadvisor.com/Restaurant_Review-g187147-d833462-Reviews-Les_Delices_d_Aphrodite-Paris_Ile_de_France.html,MICHELIN,400 reviews,"Mediterranean, European",$$ - $$$,,"“Tasty food, friendly service”",“Very good hellenic cuisine”,4.0,Les Delices d'Aphrodite,Alessandro T,Very good hellenic cuisine,"In a warm Summer night, we took a table outdoor at this beautiful bistrot located in a vibrant, typically Parisienne street.

Genuine ingredients used to deliver some classic but also other less typical recipes blending Greek and Cypriot traditions. Quite a variety of options including selections of hot and cold mezze.","Reviewed September 13, 2021 ",Date of visit: July 2021,,,
276. Chez Michel,https://www.tripadvisor.com/Restaurant_Review-g187147-d714985-Reviews-Chez_Michel-Paris_Ile_de_France.html,MICHELIN,436 reviews,Opens in 13 min,$$ - $$$,,"“Good game dishes, but nothing really...”",“Nice germ close to the Gare du Nord”,4.0,Chez Michel,72Chris,Nice germ close to the Gare du Nord,"Nice and cozy place, offering a wide choice of dishes within the menu. Reasonably priced menu for a three course lunch (32€) or dinner (38€). Our dishes were really nice and the wine menu was also attractive. The chef plays with his experience to give a ""different"" touch to the traditionally French dishes. We'll be back ! Take a look in the cellar also: nice wine cellar and more seating capacity.",Reviewed 4 weeks ago ,Date of visit: January 2022,,,
277. L'Atelier de Joel Robuchon Etoile,https://www.tripadvisor.com/Restaurant_Review-g187147-d1982147-Reviews-L_Atelier_de_Joel_Robuchon_Etoile-Paris_Ile_de_France.html,MICHELIN,"1,517 reviews",Opens in 13 min,$$$$,Taking safety measures,“Tasty.. Good except for one”,“90/100”,4.0,L'Atelier de Joel Robuchon Etoile,Objective5,Watch out!! Tourist Trap,"This restaurant is without doubt ruining the reputation of Michelin France. I decided to write a personal note to Mr Poullennec to inform him about my experiences in this place

With the four of us we had 2 child platters and 2 three course lunch menus (without alcohol). As a starter an ordinary foie gras, as main 2 really small snack burgers and fish & chips. We finised with a cheese platter. Lets call it upgraded bar food. 4 juices (EUR 20 per glass!). Total bill EUR 350,

Of course every foodie reconize the legency of Mr. Robuchon. But L Atelier proves reputation of Mr Robuchon should guarantee a life Michelin star.","Reviewed January 2, 2022 ",Date of visit: January 2022,,,
